"filename", "language", "TypeScript", "TypeScript JSX", "XML", "JSON", "CSS", "JavaScript", "JSON with Comments", "Markdown", "HTML", "comment", "blank", "total"
"/Users/prafullprince/Desktop/StudyForge/IdeaForge/src/components/HomePage/LearningSection.tsx", "TypeScript JSX", 0, 21, 0, 0, 0, 0, 0, 0, 0, 18, 10, 49
"/Users/prafullprince/Desktop/StudyForge/IdeaForge/src/components/MyCourse/CourseTable.tsx", "TypeScript JSX", 0, 98, 0, 0, 0, 0, 0, 0, 0, 10, 9, 117
"/Users/prafullprince/Desktop/StudyForge/IdeaForge/src/components/Navbar/Catalog.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 6
"/Users/prafullprince/Desktop/StudyForge/IdeaForge/src/components/Navbar/LoggedUser.tsx", "TypeScript JSX", 0, 158, 0, 0, 0, 0, 0, 0, 0, 17, 12, 187
"/Users/prafullprince/Desktop/StudyForge/IdeaForge/src/components/Navbar/NavLink.tsx", "TypeScript JSX", 0, 29, 0, 0, 0, 0, 0, 0, 0, 32, 9, 70
"/Users/prafullprince/Desktop/StudyForge/IdeaForge/src/components/Navbar/NullUser.tsx", "TypeScript JSX", 0, 105, 0, 0, 0, 0, 0, 0, 0, 8, 8, 121
"/Users/prafullprince/Desktop/StudyForge/IdeaForge/src/components/Navbar/ProfileDropDown.tsx", "TypeScript JSX", 0, 72, 0, 0, 0, 0, 0, 0, 0, 4, 9, 85
"/Users/prafullprince/Desktop/StudyForge/IdeaForge/src/components/Watch/LectureContent.tsx", "TypeScript JSX", 0, 165, 0, 0, 0, 0, 0, 0, 0, 25, 17, 207
"/Users/prafullprince/Desktop/StudyForge/IdeaForge/src/components/Watch/SidebarContent.tsx", "TypeScript JSX", 0, 138, 0, 0, 0, 0, 0, 0, 0, 10, 11, 159
"/Users/prafullprince/Desktop/StudyForge/IdeaForge/src/components/auth/LoginForm.tsx", "TypeScript JSX", 0, 102, 0, 0, 0, 0, 0, 0, 0, 12, 13, 127
"/Users/prafullprince/Desktop/StudyForge/IdeaForge/src/components/auth/OpenRoute.tsx", "TypeScript JSX", 0, 12, 0, 0, 0, 0, 0, 0, 0, 0, 4, 16
"/Users/prafullprince/Desktop/StudyForge/IdeaForge/src/components/auth/PrivateRoute.tsx", "TypeScript JSX", 0, 12, 0, 0, 0, 0, 0, 0, 0, 0, 5, 17
"/Users/prafullprince/Desktop/StudyForge/IdeaForge/src/components/auth/ResetPasswordForm.tsx", "TypeScript JSX", 0, 114, 0, 0, 0, 0, 0, 0, 0, 11, 13, 138
"/Users/prafullprince/Desktop/StudyForge/IdeaForge/src/components/auth/ResetPwdTokenForm.tsx", "TypeScript JSX", 0, 81, 0, 0, 0, 0, 0, 0, 0, 9, 10, 100
"/Users/prafullprince/Desktop/StudyForge/IdeaForge/src/components/auth/SignupForm.tsx", "TypeScript JSX", 0, 212, 0, 0, 0, 0, 0, 0, 0, 19, 19, 250
"/Users/prafullprince/Desktop/StudyForge/IdeaForge/src/components/auth/Template.tsx", "TypeScript JSX", 0, 69, 0, 0, 0, 0, 0, 0, 0, 10, 4, 83
"/Users/prafullprince/Desktop/StudyForge/IdeaForge/src/components/auth/VerifyEmailForm.tsx", "TypeScript JSX", 0, 62, 0, 0, 0, 0, 0, 0, 0, 10, 15, 87
"/Users/prafullprince/Desktop/StudyForge/IdeaForge/src/components/common/ChatModal.tsx", "TypeScript JSX", 0, 60, 0, 0, 0, 0, 0, 0, 0, 6, 9, 75
"/Users/prafullprince/Desktop/StudyForge/IdeaForge/src/components/common/ConfirmationModal.tsx", "TypeScript JSX", 0, 49, 0, 0, 0, 0, 0, 0, 0, 5, 7, 61
"/Users/prafullprince/Desktop/StudyForge/IdeaForge/src/components/common/ConnectionModal.tsx", "TypeScript JSX", 0, 99, 0, 0, 0, 0, 0, 0, 0, 6, 8, 113
"/Users/prafullprince/Desktop/StudyForge/IdeaForge/src/components/common/Corousel.tsx", "TypeScript JSX", 0, 37, 0, 0, 0, 0, 0, 0, 0, 3, 7, 47
"/Users/prafullprince/Desktop/StudyForge/IdeaForge/src/components/common/CourseCard.tsx", "TypeScript JSX", 0, 29, 0, 0, 0, 0, 0, 0, 0, 6, 6, 41
"/Users/prafullprince/Desktop/StudyForge/IdeaForge/src/components/common/Footer.tsx", "TypeScript JSX", 0, 162, 0, 0, 0, 0, 0, 0, 0, 5, 15, 182
"/Users/prafullprince/Desktop/StudyForge/IdeaForge/src/components/common/Navbar.tsx", "TypeScript JSX", 0, 27, 0, 0, 0, 0, 0, 0, 0, 7, 11, 45
"/Users/prafullprince/Desktop/StudyForge/IdeaForge/src/components/common/NotModal.tsx", "TypeScript JSX", 0, 78, 0, 0, 0, 0, 0, 0, 0, 10, 12, 100
"/Users/prafullprince/Desktop/StudyForge/IdeaForge/src/components/common/ProfileView.tsx", "TypeScript JSX", 0, 52, 0, 0, 0, 0, 0, 0, 0, 5, 6, 63
"/Users/prafullprince/Desktop/StudyForge/IdeaForge/src/components/common/SearchModal.tsx", "TypeScript JSX", 0, 81, 0, 0, 0, 0, 0, 0, 0, 7, 7, 95
"/Users/prafullprince/Desktop/StudyForge/IdeaForge/src/components/common/Tab.tsx", "TypeScript JSX", 0, 21, 0, 0, 0, 0, 0, 0, 0, 1, 5, 27
"/Users/prafullprince/Desktop/StudyForge/IdeaForge/src/components/common/UserCourses.tsx", "TypeScript JSX", 0, 60, 0, 0, 0, 0, 0, 0, 0, 3, 3, 66
"/Users/prafullprince/Desktop/StudyForge/IdeaForge/src/components/spinners/Spinner1.tsx", "TypeScript JSX", 0, 8, 0, 0, 0, 0, 0, 0, 0, 0, 3, 11
"/Users/prafullprince/Desktop/StudyForge/IdeaForge/src/components/spinners/Spinner2.tsx", "TypeScript JSX", 0, 9, 0, 0, 0, 0, 0, 0, 0, 0, 4, 13
"/Users/prafullprince/Desktop/StudyForge/IdeaForge/src/components/ui/input.tsx", "TypeScript JSX", 0, 54, 0, 0, 0, 0, 0, 0, 0, 1, 7, 62
"/Users/prafullprince/Desktop/StudyForge/IdeaForge/src/data/countrycode.json", "JSON", 0, 0, 0, 782, 0, 0, 0, 0, 0, 0, 0, 782
"/Users/prafullprince/Desktop/StudyForge/IdeaForge/src/data/dashboard-links.ts", "TypeScript", 54, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 58
"/Users/prafullprince/Desktop/StudyForge/IdeaForge/src/data/footer-links.ts", "TypeScript", 55, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 56
"/Users/prafullprince/Desktop/StudyForge/IdeaForge/src/data/homepage-explore.ts", "TypeScript", 142, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 146
"/Users/prafullprince/Desktop/StudyForge/IdeaForge/src/data/navbar-links.ts", "TypeScript", 22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 25
"/Users/prafullprince/Desktop/StudyForge/IdeaForge/src/global/global.d.ts", "TypeScript", 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 8
"/Users/prafullprince/Desktop/StudyForge/IdeaForge/src/hooks/useSocket.ts", "TypeScript", 2, 0, 0, 0, 0, 0, 0, 0, 0, 9, 2, 13
"/Users/prafullprince/Desktop/StudyForge/IdeaForge/src/index.css", "CSS", 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 3
"/Users/prafullprince/Desktop/StudyForge/IdeaForge/src/lib/constants.ts", "TypeScript", 14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 18
"/Users/prafullprince/Desktop/StudyForge/IdeaForge/src/lib/utils.ts", "TypeScript", 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 7
"/Users/prafullprince/Desktop/StudyForge/IdeaForge/src/main.tsx", "TypeScript JSX", 0, 15, 0, 0, 0, 0, 0, 0, 0, 0, 4, 19
